Id,Label,uid,lname,Component ID,Eigenvector Centrality,Degree,Clustering Coefficient,Number of triangles,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank
364,Roland,PLCijWEcAk74aiYxHb_tYA,L.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
365,Alex,jIB2OJCMTE1IcSMi9Ur5hA,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
366,Ray,dsy3hLrJdOGEb-WG0mq2dA,V.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
367,Kim,mwQCoS_tJUK7JC6cVw_mdg,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
368,Rach,sE1T1wT2alHRdy5iRezN0Q,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
369,Richard,dDsI6CMFIrBHJ68b8KZNCA,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
370,Rhea,0G-bcpdR48tfZy6koGUiTQ,P.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,10,6.52E-04
371,Vicki,703E1kuAN7we3Eubx7BUEw,D.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,10,6.52E-04
372,Lee,84EopsfQPrmekSBQcQtasQ,L.,0,0.09007207,2,0,0,4,3.053797468,6150.811558,7.07E-04,7.07E-04,10,6.43E-04
373,Rita,swmrfBnaqU0nyJ3pFBfNgQ,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
374,Cara,oLvIjpLBSaJPuvgZ3BGDEg,T.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
375,Neal,XYSDrIef7g4Gmp3lNFVO6A,E.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
376,Bunny,EA8GylDs_8kpvbkrRppcgQ,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
377,Heather,jx-Ju34y3HzTQKgVxLv9pQ,s.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
378,JR,N6llta3D8IVSPQ2k_rvWbA,C.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,9,6.80E-04
379,Lerue,yRoRj9udUnGN-BmYCsq8WQ,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
380,Jon,rv9d5TcnnxuOCX7ole_Clg,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
381,Matt,4_mUWwbwbYMyVgqVm6taFg,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
382,Steve,nMoIFAEfDGEbzULmC0HnAQ,M.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
383,Mo,ALM1ICqpjswN56h6-2hS3g,Y.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
384,Michelangelo,3mNz5nQFTIBQm0oU5mBR0w,S.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,10,6.80E-04
385,Marqus,IwHLuykqqmGVNHJ_UCwXWg,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
386,Brenda,f-0UwsC4dmp_WHe-NbbEVg,D.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
387,Tiffany,6JOD7pAVHb3oC7gYWuOLkA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
388,Jaimee,BZZKX1-LuWoruSstXPzanQ,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
389,Alessa,QV0oA19p0l_rTyNwH5MBbQ,M.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
390,Karis,tj1_wCDgqva_dYLSDdVALQ,O.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
391,Ling,YLrfEDniMeEM8AFjL9C7ug,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
392,Katie,Acapau_RiNy_9M_TieUmwQ,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
393,Kenny,EhdKnqsqZf07Awj2oWxjZQ,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
394,Michael,nRxjaVrNn7Q9m2N5mBCewQ,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
395,Matthew,#NAME?,L.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
396,Mohammad,6p1NDChnIpGl29Ce3cMKWg,N.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,10,6.52E-04
397,Maheen,gS4QCL6j_umAyfJXBGAZJQ,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
398,Fred,hsu9lyXiAX5dQD4lLzYyyA,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
399,Wanda,zYFGMy1_thjMnvQLX6JNBw,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
400,Tony,ncvgNeEsAIAuMWYFN2blhg,J.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
401,Jocelyn,lCmvpQfFpdxhbWVM59eUCg,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
402,Roberto,gsicN5eyXaVA1wo3Gft51A,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
403,Ross,dbWn8HCsG3eI9AmS2G3O2g,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
404,Kimya,vguybeVhVDGETEm68XzggQ,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
405,Liz,xzFwCeHtPczly7G8BRx9Qg,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
406,Jeffrey,w_UVFDlQso9NWfLSCSkgXg,D.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
407,Paul,WPl2gULxrrh_GoypMzHF-A,H.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
408,Bryant,wSByVbwME4MzgkJaFyfvNg,M.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,10,6.52E-04
409,Victor,8k3aO-mPeyhbR5HUucA5aA,G.,0,0.088139251,2,0,0,4,3.041139241,3975.549558,7.07E-04,7.07E-04,10,6.50E-04
410,Jason,WecuAsHBDZGj7Z6_sJcQAw,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
411,Mark,ylnlAS9bCbxEcPRfxuhJCQ,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
412,Summer,O8ZV9zJDXq81MT_XM_63Hw,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
413,Carol,ZYZNcugF3xUEGyLOVGiZ0Q,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
414,Tom,E68ZPVpcuWhxvnjq8vTqAA,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
415,Gabriela,Jmq2U2ATDyN_aGazRiJTKA,G.,0,0.078383031,2,0,0,4,3.166139241,2821.008208,7.07E-04,7.07E-04,9,6.80E-04
416,Dana,q64VqG0x9FyBWRvt9wX3tg,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
417,Jim,6mMk9hO_RAbdGMEGeg3oWQ,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
418,Debbi,vW5eBLliL8tJyGU-mgh06A,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
419,James,kepqZPSeGh0Ns1zfOgL-zg,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
420,Rachel,9E1ZgRNi2F9SM1WAFHj0DQ,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
421,Kristin,0NI-Kls4nVr1Cr7ygyPVbw,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
422,Chris,wB8ATiDKotKsP-jEPJgwtw,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
423,Kris,o2iirO07Fml8NpmwD0NIDg,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
424,Lisa,0x7s5SZLY19HY_9q2o0wTw,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
425,Meg,hcGgZ4PbKcM3K1clw7tEGA,T.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
426,Jennifer,eXb64jE75fF7Pgz-Gm3ntQ,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
427,Bill,KAHugHNrixqdecnTqz190Q,G.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
428,Liana,Nmo7FytsQZBRBhKe3CpP3A,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
429,Keila,lConjPFTZqz4zWELK_EJtw,N.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
430,Latoya,GXJZVwfSkDONQgfEqo4-Hg,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
431,Michelle,9MRfuWJKq1FM3nfs4be7NQ,I.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
432,Lindsay,ln3T91-OGjEdi_yu2mD70Q,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
433,MICHELLE,6ce1NSAUt1Kr7efrLI8XQA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
434,Michael,ueClFWN0WePrtUSayd2FaA,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
435,John,V6svk98_CD59tmE1X6HTzg,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
436,Heather,JNLTh1iGDWLncTlnESdv-g,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
437,Eric,X_DkwPTzdO_VWzUcbUXREg,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
438,Alex,k2CngZAw8oswPFFQfO2sZQ,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
439,Danan,d3z40rmIJ5vbAW_2d7kDjg,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
440,Nijole,nmdkHL2JKFx55T3nq5VziA,T.,0,0.131539006,3,0.333333333,1,4,2.666139241,4097.346656,9.42E-04,9.42E-04,9,9.36E-04
441,Brian,TYwQtORbORzcX22xdYBx1g,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
442,Dave,CyAl5D-GjX-ZtqdQqG4_ew,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
443,Amol,B4Rwp0SUYwO8lgSHVT9w5g,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
444,Rick,lf1m4CbheuUR7fFZoLGRvA,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
445,Phil,YttDgOC9AlM4HcAlDsbB2A,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
446,Catherine,#NAME?,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
447,Kendrick,4-M38FPX7WsfQmmbXYD8BQ,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
448,Steven,Oi1qbcz2m2SnwUeztGYcnQ,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
449,Gloria,g3n_4X2B9hF4Sqe0Hbx2HA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
450,Lynda,z_bRAR-Oj3Nku9qLF8g8HQ,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
451,Jennifer,h-8N11JWsQ7iPfM0gQ6MJQ,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
452,Jon,dXEp1pbm0i2iAZ8Ifnpu7Q,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
453,Brian,tPyhpwRM9nS2_TqmEUFMMw,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
454,Joel,8LIZpVaDcSxx5Xt1H9MpOQ,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
455,Adam,gK9q-OTSYdllXTkZ2NIQfA,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
456,Latoya,1WGYW-CX5DldELmz_yeXWA,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
458,John,hUDEUz8PddhVTShshwQWWQ,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
459,Hiromi,AHz3sGxkZjAzv8uu0Q9hqg,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
460,Svetlana,qoQnKEFhmE1tH8FY4r0Ubg,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
461,BethAnn,eAWnP9ZeVo8kp808y-0LXA,S.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
462,Ryan,EmY2heY9A0dFaWYw-6Ys2w,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
463,Robert,5Lwp4dv_yxLYoh9zihelWA,G.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
464,Dale,Wtqs33i70BpWFzlOlL5hfg,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
465,Casey,WSptrgW8NLFBNvw1FOpifw,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
466,Esther,NtTs545xdwM98bULhP7HAg,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
467,Justin,PzVyLYAl9HgAJ1oRCwsg6w,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
468,Rachel,4wp4XI9AxKNqJima-xahlg,C.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
469,Bruce,hWDybu_KvYLSdEFzGrniTw,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
470,Gregory,B9j0m37WOQ7HYhZEc7AM8A,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
471,Jennifer,2bHSZhM0huV8LRh3YHaOSQ,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
472,Courtney,KXVZqQdcVpa-ZaIdrDpQPQ,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
473,Kim,ir689oBNmrJXOspb4yq_Jg,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
474,Kevin,wWa9X07Cq8EVaqJrA5QKyA,J.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
475,Wendy,skxAQWpAe1VL_3F4pxqK2A,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
476,Sara,zUdQOUv8gawN1cSuoRA97w,A.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
477,Lyndsay,fQSH9H4-tdUBkg1vVaUc3A,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
478,Alyx,7RdeSOlDzmNGOks-8CFR9Q,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
479,Carrie,s4NgvdIfBH3UQdccWCyARg,Neal,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
480,Jennifer,_kjNNKOcqDFKZJjFvDIA-A,G.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
481,Michelle,4zoP_fSKKYa75YY4ua5h-A,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
482,Michelle,cKJ0r01eF7E-tYp2FQOyRA,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
483,Rachel,qjfMBIZpQT9DDtw_BWCopQ,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
484,Sam,TUR21jv1-_GCwmeO3ouOBg,Q.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
485,Michael,kJAPXKexDlsRaUclpIpOPA,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
486,Janet,C69qzK8C7cxntmdSALgrAQ,L.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
487,LOIS,GNOX8PWWmaeKO1_3UlTygg,B.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
488,Stacy,DeMB9AsAoUMskzRStGnZmg,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
489,Desiree,efZ3lgvDWfq4-U6U-q-2lA,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
490,Chris,7ktyPHE-NGnWxarOqjIQiQ,M.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
491,Mike,gwUOGOldm7ezWSsaPXFFGA,U.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
492,Angela,68XxoMUi-DFklQEWQlpMww,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
493,Ralph,LTjtaa2tuAYWv17a93PVsA,P.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
494,Amaryllis,9wdKwQiKwHSQcAXF2I_Z7w,R.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
495,Danielle,taPq7IxYskEWH7Vfc261pQ,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
496,Dan,YSb8JRyI75M8FkbYWLH4UA,B.,0,0.08103584,2,0,0,4,3.175632911,8823.431443,7.07E-04,7.07E-04,4,6.59E-04
497,Donna,5f4UjxbMJwTPgmrHsB4DSg,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
499,Clarissa,az6vDYEcxiJ4kV_oLcWIUA,Y.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
500,Teresa,7GVA958q4zs5Z8cdHauU5Q,S.,0,0.09151087,2,0,0,4,2.810917722,1276.338448,7.07E-04,7.07E-04,5,6.52E-04
501,Kristine,aRJH2Klt-Y4DVjVMLsbcOA,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
502,Jaclyn,1E01Y2k37zXNlRzaDozrZA,N.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
503,Julie,H5d_nFqzwrREE-YduK2ABg,D.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
504,Yvonne,Ok4JzVqlcGmQ0ZzoIld8aA,K.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
505,Sharon,4He0DrXT6KM3lS_6quYtzQ,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
506,Kelly,qleFBaXN9ZWT62NJyNydfQ,C.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
507,Daniel,psvC7bj9A5Sn0NU3QVvE8Q,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
508,Cassy,Z8Q6AZm63tM3eLz8vmdk9w,H.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
509,Greg,HAv257_IVJnQT0ZIL8Nn-Q,G.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
510,Jason,nT9hrb0nJ0CIox17zsyd9w,F.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
511,Sara,tv730ThtUHwHc9XV5Gp0jw,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
512,Mike,xj3u-L1K5Dhq511eA2Z6Gw,W.,0,0.038354895,1,0,0,4,3.598892405,0,4.71E-04,4.71E-04,10,3.96E-04
513,Sean,6tDMGnbO4m8ENlUvG7r0eA,C.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
514,Jennifer,d_TBs6J3twMy9GChqUEXkg,O.,0,0.101501531,2,0,0,4,3.098892405,584.2769738,7.07E-04,7.07E-04,6,6.18E-04
515,Michael,AbMjnKOwg736fcIu8apuyQ,S.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
516,Chris,7RLTk4rftgaUIDSau7RLTA,C.,0,0.102940331,2,1,1,4,2.825949367,0,7.07E-04,7.07E-04,8,6.27E-04
518,Maggie,W7DHyQlY_kXls2iXt-_2Ag,C.,0,0.089812492,2,0,0,4,3.037974684,3539.584691,7.07E-04,7.07E-04,8,6.56E-04
519,Frank,5Ujdrr6RwPMjoZskZGj2cw,G.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
521,Edward,UG4EKu13JRwzRix6ESINdg,D.,0,0.145621276,3,0.666666667,2,4,2.693829114,1087.351389,9.42E-04,9.42E-04,5,8.89E-04
523,Cindy,XYWjjklyITIAEBgnZtU-Mw,L.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
525,Brad,KTK_ws8lu_TWfR7DtDWjMA,H.,0,0.145621276,3,0.666666667,2,4,2.693829114,1087.351389,9.42E-04,9.42E-04,8,8.89E-04
526,Todd,cP4hCjA5ABC2jvh-N1_K2A,B.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
527,Jessica,igll2PdsMvQHzJhzttrx1A,A.,0,0.154657506,3,0.666666667,2,4,2.707278481,584.2769738,9.42E-04,9.42E-04,6,8.74E-04
530,Mark,TXJ59_oLDI4e8kDSvWmleQ,S.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
532,Alan,iIEWzikBabu5XXrNFX8RVQ,B.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
533,Bruce,G-mWHSm6XVp1oe9PN7NUPg,W.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
534,Rodney,xsT4KZTu_KnOVavtuXn4RA,S.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
536,Abraham,Epra6le9_YkbHV0wbI4T1w,N.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
537,Alida,duRuzZ-GitlP34qyW8s1OA,R.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
538,Stephanie,c38IT-WyaIfNXO7PAaTu1Q,S.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
539,Michael,PeLGa5vUR8_mcsn-fn42Jg,C.,0,0.154657506,3,0.666666667,2,4,2.707278481,584.2769738,9.42E-04,9.42E-04,6,8.74E-04
540,Michael,ZljxRipwkMk9u3JXEi67iQ,A.,0,0.102940331,2,1,1,4,2.825949367,0,7.07E-04,7.07E-04,8,6.27E-04
541,Christine,wawNqm2E5eZKc1gysW42wg,A.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
543,Dave,L01sjA8ajv8S18LMxi4JRg,H.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
544,Linda,N7E-CfqdME28dakWdEKNvw,W.,0,0.154657506,3,0.666666667,2,4,2.707278481,584.2769738,9.42E-04,9.42E-04,8,8.74E-04
545,Dwain,wm97KC6G0resSDXTmNIMKw,C.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
548,Michelle,t_7ngdXz_NgOxbPC0e0xoA,M.,0,0.089812492,2,0,0,4,3.037974684,3539.584691,7.07E-04,7.07E-04,8,6.56E-04
549,Sam,7mL1UBEkMZSV7c9re4huRA,L.,0,0.092465301,2,0,0,4,3.079113924,1087.351389,7.07E-04,7.07E-04,8,6.34E-04
550,Ron,NZOTHK7fVn_4L966mk25EQ,Q.,0,0.049784357,1,0,0,4,3.334651899,0,4.71E-04,4.71E-04,8,3.72E-04
